graph_cluster_id,size,suspicion_score,recommended_action,reasons,signup_spread_days,avg_txn_velocity_7d
CLUSTER-0614,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0615,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0616,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0617,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0618,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0619,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0620,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0621,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0622,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0623,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0624,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0625,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0626,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0627,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0628,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",3.0,3.0
CLUSTER-0629,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0630,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0631,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0632,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0633,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0634,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0635,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0636,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0637,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0638,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0639,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0640,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0641,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0642,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0643,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0644,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0645,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0646,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0647,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0648,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0649,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0650,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0651,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0652,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0653,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0654,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0655,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0656,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0657,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0658,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0659,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0660,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0661,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0662,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0663,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0664,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0665,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0666,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0667,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0668,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0669,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0670,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0671,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0672,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0673,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0674,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0675,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0676,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0677,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0678,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0679,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0680,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0681,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0682,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0683,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0684,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0685,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0686,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0687,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0688,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0689,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0690,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0691,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0692,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0693,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0694,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0695,2,0.415,accept,['All accounts opened within 0 day(s) of each other — signup burst'],0.0,4.5
CLUSTER-0696,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0697,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0698,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0699,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0700,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0701,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0702,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0703,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0704,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0705,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",14.0,4.25
CLUSTER-0706,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0707,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0708,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0709,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0710,4,0.3567,accept,['All accounts opened within 1 day(s) of each other — signup burst'],1.0,5.5
CLUSTER-0711,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0712,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0713,4,0.2233,accept,['All accounts opened within 2 day(s) of each other — signup burst'],2.0,1.75
CLUSTER-0714,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0715,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0716,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0717,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0718,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0719,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0720,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",3.0,3.0
CLUSTER-0721,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0722,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0723,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0724,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0725,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0726,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0727,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0728,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0729,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0730,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0731,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0732,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0733,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0734,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0735,3,0.0525,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",25.0,1.3333333333333333
CLUSTER-0736,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0737,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0738,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0739,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0740,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0741,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0742,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0743,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0744,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0745,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0746,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0747,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0748,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0749,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0750,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0751,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0752,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0753,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0754,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0755,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0756,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0757,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0758,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0759,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0760,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0761,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0762,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0763,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0764,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0765,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0766,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0767,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0768,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0769,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0770,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0771,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0772,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0773,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0774,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0775,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0776,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0777,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0778,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0779,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0780,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0781,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0782,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0783,3,0.0525,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",12.0,2.0
CLUSTER-0784,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0785,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0786,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0787,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0788,5,0.5242,manual_review,"['5 accounts share infrastructure — larger than a typical shared-device household', 'All accounts opened within 1 day(s) of each other — signup burst', 'Average 8.6 transactions in first 7 days — elevated cash-out velocity']",1.0,8.6
CLUSTER-0789,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0790,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0791,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0792,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0793,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0794,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0795,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0796,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0797,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0798,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0799,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0800,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0801,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0802,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0803,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0804,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0805,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0806,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0807,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0808,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0809,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0810,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0811,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0812,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0813,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0814,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0815,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0816,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0817,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0818,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0819,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0820,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0821,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0822,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0823,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0824,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",10.0,1.75
CLUSTER-0825,4,0.3567,accept,['All accounts opened within 1 day(s) of each other — signup burst'],1.0,4.5
CLUSTER-0826,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0827,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0828,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0829,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0830,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0831,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0832,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0833,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0834,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0835,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0836,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",5.0,2.0
CLUSTER-0837,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0838,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0839,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0840,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0841,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0842,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0843,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0844,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0845,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0846,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0847,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0848,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0849,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0850,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0851,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0852,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0853,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0854,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0855,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0856,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0857,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0858,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0859,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0860,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0861,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0862,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0863,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",3.0,0.75
CLUSTER-0864,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0865,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0866,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0867,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0868,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0869,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0870,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0871,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0872,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0873,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0874,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0875,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0876,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0877,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0878,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0879,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0880,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0881,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0882,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0883,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0884,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0885,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0886,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0887,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0888,4,0.49,accept,['All accounts opened within 0 day(s) of each other — signup burst'],0.0,2.5
CLUSTER-0889,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0890,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0891,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0892,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0893,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0894,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0895,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0896,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0897,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0898,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0899,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0900,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0901,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0902,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0903,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0904,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0905,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0906,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0907,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0908,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0909,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0910,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0911,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0912,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0913,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0914,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0915,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0916,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0917,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0918,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0919,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0920,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0921,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0922,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0923,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0924,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0925,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0926,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0927,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0928,3,0.3192,accept,['All accounts opened within 1 day(s) of each other — signup burst'],1.0,5.0
CLUSTER-0929,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0930,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0931,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0932,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0933,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0934,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0935,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0936,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0937,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0938,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0939,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0940,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0941,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0942,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0943,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0944,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0945,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0946,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0947,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0948,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0949,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0950,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0951,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0952,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
