txn_id,hour,is_night,is_weekend,amount_inr,transaction_type,channel,account_age_days,is_new_account,avg_amount_last_30d,amount_to_avg_ratio,txn_count_last_24h,txn_count_last_1h,new_device_flag,new_beneficiary_flag,sim_recently_changed_flag,upi_pin_reset_last_7d,failed_otp_attempts_last_1h,login_location_mismatch_flag,is_fraud
TXN101675,23,0,0,184.84,P2P Transfer,UPI,22.0,0,280.45,0.659,0,0,0,0,0,0,0,0,0
TXN152128,6,0,0,1769.58,P2P Transfer,NetBanking,382.0,0,1519.8,1.164,0,0,0,0,0,0,0,0,0
TXN143760,8,0,0,1342.75,P2P Transfer,IMPS,25.0,0,759.02,1.769,0,0,0,0,0,0,0,0,0
TXN159824,17,0,0,423.54,Loan EMI Payment,IMPS,306.0,0,243.98,1.736,2,0,0,1,0,0,0,0,0
TXN103822,13,0,0,1814.05,Bill Payment,UPI,480.0,0,1672.04,1.085,1,0,0,0,0,0,0,0,0
TXN110873,19,0,0,396.41,Merchant Payment,IMPS,12.0,0,637.36,0.622,1,0,0,0,0,0,0,0,0
TXN123719,12,0,0,233.16,Loan EMI Payment,IMPS,234.0,0,85.23,2.736,1,1,0,0,0,0,0,0,0
TXN125946,14,0,0,950.6,Wallet Top-up,UPI,32.0,0,684.96,1.388,3,1,0,0,0,0,0,0,0
TXN125961,5,1,0,209.31,P2P Transfer,UPI,89.0,0,49.0,4.272,2,1,0,0,0,0,0,1,0
TXN131366,0,1,0,391.56,P2P Transfer,NetBanking,77.0,0,356.22,1.099,3,0,0,0,0,0,1,0,0
TXN100042,16,0,0,561.79,Merchant Payment,IMPS,92.0,0,437.65,1.284,3,0,0,0,0,0,0,1,0
TXN135358,3,1,0,353.29,Cash Withdrawal (UPI ATM),UPI,226.0,0,92.66,3.813,2,2,0,0,0,1,1,0,1
TXN138911,21,0,0,517.26,Merchant Payment,IMPS,13.0,0,496.94,1.041,2,0,0,0,0,0,0,0,0
TXN108075,20,0,0,1263.26,Merchant Payment,UPI,240.0,0,985.92,1.281,0,0,0,0,0,0,0,0,0
TXN107388,5,1,0,800.81,Cash Withdrawal (UPI ATM),IMPS,288.0,0,492.38,1.626,1,1,0,0,0,0,0,0,0
TXN119237,14,0,0,1850.92,Merchant Payment,UPI,24.0,0,951.68,1.945,1,0,0,0,0,0,1,0,0
TXN113315,23,0,1,1674.03,Merchant Payment,IMPS,36.0,0,695.52,2.407,0,0,0,0,0,0,0,0,0
TXN143375,17,0,1,5667.44,P2P Transfer,UPI,268.0,0,4172.53,1.358,3,1,0,0,0,0,0,1,0
TXN101097,18,0,1,2729.76,Wallet Top-up,UPI,212.0,0,2634.42,1.036,2,0,0,0,0,2,0,0,0
TXN147068,14,0,1,915.47,Merchant Payment,NetBanking,39.0,0,913.46,1.002,0,0,0,0,0,0,0,0,0
TXN138367,11,0,1,657.37,Merchant Payment,UPI,59.0,0,590.32,1.114,0,0,0,0,0,0,1,0,0
TXN119528,22,0,0,425.21,Wallet Top-up,UPI,659.0,0,713.71,0.596,2,0,0,0,0,0,0,0,0
TXN143035,18,0,0,928.44,Merchant Payment,IMPS,54.0,0,914.85,1.015,1,0,0,0,0,0,0,0,0
TXN102938,21,0,0,1682.08,Merchant Payment,NetBanking,122.0,0,1903.79,0.884,3,1,0,0,0,0,0,0,0
TXN131295,18,0,1,518.17,Loan EMI Payment,NetBanking,100.0,0,690.3,0.751,0,0,0,0,0,0,0,0,0
TXN157383,7,0,0,515.66,P2P Transfer,NetBanking,222.0,0,579.46,0.89,0,0,1,0,0,1,0,0,0
TXN155475,10,0,1,1104.16,P2P Transfer,UPI,282.0,0,1525.64,0.724,2,0,0,0,0,0,0,0,0
TXN127366,8,0,0,1280.01,Cash Withdrawal (UPI ATM),Card,39.0,0,1189.72,1.076,0,0,0,0,0,0,1,0,0
TXN101826,2,1,0,617.85,Cash Withdrawal (UPI ATM),IMPS,63.0,0,513.47,1.203,1,0,0,0,0,1,1,0,0
TXN104818,12,0,0,684.52,P2P Transfer,UPI,219.0,0,385.75,1.775,0,0,0,0,0,0,0,0,0
TXN107971,1,1,0,2489.19,Merchant Payment,UPI,11.0,0,2917.29,0.853,1,0,0,0,0,0,0,1,0
TXN107554,14,0,0,1550.44,Merchant Payment,Card,85.0,0,1188.53,1.305,1,0,1,0,0,0,0,0,0
TXN135534,15,0,0,5344.27,Bill Payment,IMPS,193.0,0,4478.77,1.193,0,0,0,0,0,0,0,0,0
TXN105436,9,0,0,356.21,Bill Payment,UPI,191.0,0,483.81,0.736,1,0,0,0,0,0,0,0,0
TXN157164,4,1,0,4525.39,Merchant Payment,NetBanking,96.0,0,4774.4,0.948,4,0,0,0,0,0,0,0,0
TXN133734,5,1,1,565.43,P2P Transfer,UPI,65.0,0,582.08,0.971,2,0,0,0,0,0,0,0,0
TXN138333,20,0,1,596.75,Wallet Top-up,UPI,560.0,0,746.89,0.799,2,0,1,0,1,0,0,0,0
TXN154781,19,0,0,1226.53,P2P Transfer,NetBanking,40.0,0,696.27,1.762,2,0,1,0,0,0,1,0,0
TXN157444,23,0,1,839.61,Loan EMI Payment,UPI,221.0,0,444.17,1.89,1,0,0,0,0,0,0,0,0
TXN103353,17,0,0,3005.71,P2P Transfer,Card,71.0,0,3910.69,0.769,2,0,0,0,0,0,0,0,0
TXN126899,1,1,0,918.01,Merchant Payment,IMPS,4.0,0,772.63,1.188,2,0,0,0,0,0,0,0,0
TXN122163,16,0,1,329.83,Bill Payment,UPI,176.0,0,174.41,1.891,1,1,0,0,0,0,0,0,0
TXN156306,19,0,0,196.63,P2P Transfer,IMPS,357.0,0,286.02,0.687,2,0,0,0,0,0,0,0,0
TXN100904,11,0,0,584.28,Merchant Payment,UPI,113.0,0,512.07,1.141,2,0,0,0,0,0,0,0,0
TXN117613,0,1,0,204.62,Merchant Payment,IMPS,86.0,0,256.59,0.797,1,0,0,0,0,0,0,0,0
TXN116611,2,1,0,1603.42,P2P Transfer,NetBanking,17.0,0,1895.41,0.846,2,0,0,0,0,0,0,0,0
TXN118858,8,0,1,395.67,P2P Transfer,NetBanking,63.0,0,153.32,2.581,0,0,0,0,0,0,0,0,0
TXN103215,6,0,0,750.32,Wallet Top-up,UPI,55.0,0,741.81,1.011,1,0,0,0,0,0,0,0,0
TXN141482,14,0,1,1308.37,Wallet Top-up,UPI,624.0,0,1235.65,1.059,2,2,0,0,0,0,0,0,0
TXN114435,17,0,1,1199.97,Wallet Top-up,IMPS,320.0,0,608.09,1.973,2,0,0,1,0,0,1,0,0
TXN131946,21,0,1,359.69,Merchant Payment,UPI,985.0,0,410.26,0.877,0,0,0,0,0,0,0,1,0
TXN151393,23,0,0,1005.38,Cash Withdrawal (UPI ATM),UPI,435.0,0,942.03,1.067,0,0,0,0,0,0,0,0,0
TXN100620,10,0,0,415.79,Merchant Payment,Card,250.0,0,49.0,8.486,0,0,0,0,0,0,0,0,0
TXN138052,21,0,0,1831.07,Bill Payment,NetBanking,263.0,0,2561.29,0.715,2,0,1,1,0,0,0,0,0
TXN116803,4,1,0,455.29,Cash Withdrawal (UPI ATM),UPI,30.0,0,276.24,1.648,3,1,0,1,0,0,1,0,1
TXN141351,16,0,0,2836.89,Merchant Payment,UPI,94.0,0,2566.03,1.106,0,0,0,0,0,0,0,0,0
TXN129142,14,0,1,706.23,P2P Transfer,UPI,345.0,0,350.85,2.013,0,0,0,0,0,0,0,0,0
TXN136753,16,0,0,3768.52,Cash Withdrawal (UPI ATM),UPI,197.0,0,2074.35,1.817,2,1,0,0,0,0,0,0,0
TXN101377,18,0,0,145.94,P2P Transfer,IMPS,1039.0,0,49.0,2.978,2,0,0,0,0,0,1,0,0
TXN127414,13,0,1,1232.45,Merchant Payment,UPI,91.0,0,1024.4,1.203,3,0,0,0,0,0,0,0,0
TXN124421,19,0,0,2020.12,Merchant Payment,UPI,20.0,0,2817.09,0.717,1,0,0,0,0,0,0,0,0
TXN108384,23,0,0,326.84,Bill Payment,UPI,166.0,0,381.27,0.857,1,0,0,0,0,0,1,0,0
TXN139155,15,0,0,576.9,Merchant Payment,UPI,81.0,0,273.84,2.107,2,0,1,0,0,0,0,1,0
TXN133491,13,0,0,1423.12,P2P Transfer,IMPS,34.0,0,900.67,1.58,0,0,0,0,0,0,0,0,0
TXN107916,16,0,0,758.85,Bill Payment,UPI,21.0,0,517.98,1.465,2,1,0,0,0,0,0,0,0
TXN153581,14,0,1,800.11,P2P Transfer,IMPS,154.0,0,861.4,0.929,1,1,0,1,0,0,1,0,0
TXN127496,18,0,0,762.37,P2P Transfer,IMPS,496.0,0,1269.45,0.601,2,2,0,0,0,0,1,0,0
TXN114680,3,1,0,78.98,Loan EMI Payment,IMPS,315.0,0,49.0,1.612,1,0,0,0,0,0,0,0,0
TXN155419,19,0,0,2761.5,P2P Transfer,UPI,309.0,0,3043.8,0.907,0,0,0,0,0,0,0,0,0
TXN156155,2,1,0,281.26,Bill Payment,Card,49.0,0,155.1,1.813,1,1,0,0,0,0,0,0,0
TXN114853,23,0,0,939.25,Cash Withdrawal (UPI ATM),NetBanking,15.0,0,758.76,1.238,1,0,0,1,0,0,0,0,0
TXN154365,16,0,0,805.39,Bill Payment,UPI,240.0,0,695.89,1.157,1,0,0,0,0,0,0,0,0
TXN135186,13,0,0,444.31,Merchant Payment,NetBanking,111.0,0,589.89,0.753,2,0,0,0,0,0,0,0,0
TXN111096,18,0,0,285.55,Loan EMI Payment,IMPS,89.0,0,118.34,2.413,2,0,0,0,0,0,0,0,0
TXN135812,2,1,1,2663.98,P2P Transfer,NetBanking,170.0,0,3147.21,0.846,2,0,0,0,0,0,0,0,0
TXN134173,11,0,1,1656.72,Bill Payment,UPI,58.0,0,1761.39,0.941,3,1,0,0,0,1,0,0,0
TXN100595,19,0,0,635.98,P2P Transfer,Card,544.0,0,789.55,0.805,1,0,0,0,0,1,0,1,0
TXN134469,12,0,0,1239.58,Wallet Top-up,UPI,238.0,0,927.28,1.337,0,0,0,0,0,0,1,0,0
TXN141453,9,0,0,1619.25,P2P Transfer,Card,126.0,0,990.35,1.635,0,0,0,0,0,1,0,0,0
TXN121158,17,0,0,1080.23,P2P Transfer,IMPS,392.0,0,558.3,1.935,1,1,0,0,0,0,0,0,0
TXN158107,23,0,0,93.35,Loan EMI Payment,NetBanking,425.0,0,82.72,1.129,0,0,0,0,0,0,0,0,0
TXN101769,4,1,0,201.2,Loan EMI Payment,IMPS,129.0,0,275.25,0.731,0,0,0,0,0,0,0,0,0
TXN106957,22,0,0,131.67,Cash Withdrawal (UPI ATM),UPI,154.0,0,321.36,0.41,2,0,0,1,0,0,0,0,0
TXN123577,18,0,0,3304.91,P2P Transfer,NetBanking,99.0,0,2491.08,1.327,1,1,1,1,0,0,0,0,0
TXN145792,6,0,0,686.07,Merchant Payment,UPI,613.0,0,673.43,1.019,1,1,0,0,0,0,0,0,0
TXN108373,2,1,0,326.47,Bill Payment,IMPS,98.0,0,288.84,1.13,1,1,0,0,0,0,0,0,1
TXN133747,23,0,0,604.48,Bill Payment,IMPS,147.0,0,544.39,1.11,1,1,0,0,0,0,0,0,0
TXN104761,20,0,0,659.37,Loan EMI Payment,IMPS,102.0,0,520.19,1.268,3,0,0,1,0,0,1,0,0
TXN137398,20,0,0,1231.3,Merchant Payment,IMPS,110.0,0,920.35,1.338,3,0,0,0,0,0,0,0,0
TXN113217,2,1,1,160.82,Loan EMI Payment,UPI,375.0,0,49.0,3.282,1,0,0,0,0,0,1,0,0
TXN114113,20,0,0,1624.47,Merchant Payment,UPI,195.0,0,1901.15,0.854,2,1,0,0,0,0,0,0,0
TXN134591,22,0,1,1681.12,Cash Withdrawal (UPI ATM),IMPS,358.0,0,1375.21,1.222,1,1,0,0,0,0,0,0,0
TXN100100,19,0,1,3698.01,Cash Withdrawal (UPI ATM),NetBanking,122.0,0,3273.11,1.13,1,0,0,0,0,0,0,0,0
TXN121473,8,0,0,429.03,Wallet Top-up,Card,34.0,0,832.51,0.515,2,2,0,0,0,0,0,0,0
TXN119741,1,1,0,661.01,Bill Payment,UPI,363.0,0,544.09,1.215,1,0,0,0,0,0,1,0,0
TXN137745,17,0,1,344.18,Loan EMI Payment,IMPS,119.0,0,54.47,6.319,0,0,0,0,0,0,1,0,0
TXN143088,1,1,0,360.53,Cash Withdrawal (UPI ATM),UPI,4.0,0,400.56,0.9,0,0,0,1,1,0,0,0,0
TXN133291,8,0,0,409.7,P2P Transfer,UPI,48.0,0,612.19,0.669,1,0,0,0,0,0,0,0,0
TXN122309,4,1,0,242.95,P2P Transfer,UPI,174.0,0,49.0,4.958,2,0,1,0,0,0,0,0,0
TXN139587,1,1,0,1275.98,P2P Transfer,NetBanking,37.0,0,1253.18,1.018,0,0,0,0,0,0,1,0,0
TXN159659,19,0,1,827.05,Bill Payment,UPI,245.0,0,874.51,0.946,0,0,0,0,0,0,0,0,0
TXN126970,14,0,1,70.68,Merchant Payment,UPI,405.0,0,49.0,1.442,2,0,0,0,0,0,0,0,0
TXN141099,23,0,0,516.47,Cash Withdrawal (UPI ATM),UPI,105.0,0,519.89,0.993,1,1,1,0,0,1,0,0,0
TXN143553,0,1,0,629.8,Merchant Payment,UPI,331.0,0,266.43,2.364,2,0,0,0,0,0,0,0,0
TXN105631,13,0,0,247.51,P2P Transfer,UPI,281.0,0,287.35,0.861,1,0,0,0,0,0,0,0,0
TXN150871,23,0,0,719.9,Bill Payment,UPI,212.0,0,351.6,2.047,1,1,0,0,0,0,0,1,0
TXN124587,15,0,0,1333.19,Merchant Payment,NetBanking,560.0,0,1006.62,1.324,0,0,0,0,0,0,0,0,0
TXN112778,9,0,0,897.64,Wallet Top-up,UPI,613.0,0,507.69,1.768,2,0,0,0,0,0,0,0,0
TXN129583,18,0,0,1293.42,P2P Transfer,UPI,301.0,0,1663.66,0.777,2,0,0,0,0,0,0,0,0
TXN102238,11,0,1,527.98,Cash Withdrawal (UPI ATM),UPI,55.0,0,566.47,0.932,2,0,0,0,0,0,0,0,0
TXN157013,5,1,1,4362.58,P2P Transfer,Card,185.0,0,3433.95,1.27,1,0,0,0,1,0,0,0,0
TXN112766,10,0,1,861.13,Merchant Payment,UPI,279.0,0,464.38,1.854,2,0,0,0,0,0,0,0,0
TXN128718,8,0,1,1929.24,Wallet Top-up,UPI,117.0,0,2143.87,0.9,1,1,0,0,0,0,0,0,0
TXN103629,19,0,0,578.02,Merchant Payment,Card,78.0,0,453.49,1.275,1,1,0,0,0,0,0,0,0
TXN106430,20,0,0,206.59,Bill Payment,UPI,267.0,0,49.0,4.216,1,0,0,0,0,0,0,0,0
TXN121262,23,0,0,220.79,Bill Payment,UPI,85.0,0,303.58,0.727,1,1,0,0,0,0,0,0,0
TXN114128,9,0,1,82.67,Loan EMI Payment,UPI,330.0,0,384.6,0.215,0,0,0,0,0,0,0,0,0
TXN100539,0,1,0,1650.74,P2P Transfer,Card,214.0,0,912.26,1.81,1,1,0,1,0,0,0,0,0
TXN116113,13,0,0,115.24,Cash Withdrawal (UPI ATM),NetBanking,347.0,0,49.0,2.352,1,1,0,0,0,0,1,0,0
TXN124630,19,0,1,141.35,Merchant Payment,UPI,137.0,0,59.58,2.372,0,0,0,0,0,0,0,1,0
TXN119977,8,0,0,347.76,Bill Payment,UPI,113.0,0,242.71,1.433,1,0,0,0,0,0,1,0,0
TXN105749,2,1,0,1809.56,P2P Transfer,UPI,32.0,0,2364.42,0.765,0,0,0,0,0,0,0,0,1
TXN128936,14,0,0,193.17,P2P Transfer,UPI,68.0,0,142.84,1.352,0,0,0,0,0,1,0,0,0
TXN102178,15,0,1,515.45,Merchant Payment,NetBanking,217.0,0,628.07,0.821,1,0,0,0,0,0,1,0,0
TXN139405,15,0,0,583.04,Merchant Payment,UPI,114.0,0,250.44,2.328,1,0,0,0,0,0,0,0,0
TXN133739,15,0,1,140.37,Bill Payment,NetBanking,58.0,0,279.66,0.502,1,1,0,0,0,0,0,0,0
TXN113247,10,0,1,1014.68,P2P Transfer,UPI,83.0,0,521.75,1.945,1,0,0,0,0,0,1,0,0
TXN113455,6,0,1,1022.61,Bill Payment,NetBanking,79.0,0,1268.95,0.806,2,0,0,0,0,0,0,0,0
TXN100888,0,1,1,1442.59,Bill Payment,UPI,173.0,0,1916.0,0.753,2,0,0,0,0,0,0,0,0
TXN156180,0,1,0,76.71,Loan EMI Payment,NetBanking,280.0,0,49.0,1.566,1,0,0,0,1,0,0,0,0
TXN118525,16,0,1,2421.99,P2P Transfer,NetBanking,621.0,0,3023.55,0.801,3,0,0,1,0,0,0,0,0
TXN127057,14,0,1,456.59,Cash Withdrawal (UPI ATM),UPI,144.0,0,297.59,1.534,0,0,0,0,0,0,0,0,0
TXN151180,6,0,1,666.22,P2P Transfer,UPI,516.0,0,556.31,1.198,1,1,0,0,0,0,0,0,0
TXN116875,19,0,1,5504.82,P2P Transfer,UPI,191.0,0,5566.58,0.989,0,0,0,0,1,0,0,0,0
TXN105564,2,1,0,1101.81,Wallet Top-up,NetBanking,232.0,0,1252.32,0.88,1,0,0,0,0,0,0,0,0
TXN114804,4,1,0,1596.91,Merchant Payment,NetBanking,411.0,0,1994.39,0.801,3,0,0,0,0,0,0,0,0
TXN132370,8,0,1,309.91,Wallet Top-up,UPI,70.0,0,385.33,0.804,0,0,0,0,0,0,0,0,0
TXN100040,3,1,0,1919.28,Cash Withdrawal (UPI ATM),UPI,280.0,0,1726.81,1.111,1,0,1,0,0,0,0,0,0
TXN157968,10,0,0,2907.05,Merchant Payment,IMPS,86.0,0,2283.45,1.273,0,0,0,0,0,0,0,0,0
TXN116339,9,0,0,355.55,Loan EMI Payment,UPI,13.0,0,166.53,2.135,1,1,0,0,0,0,0,0,0
TXN121571,20,0,0,718.8,Merchant Payment,Card,12.0,0,1133.59,0.634,2,0,1,0,0,0,0,0,0
TXN128450,14,0,0,566.12,Merchant Payment,UPI,655.0,0,478.59,1.183,0,0,0,0,0,1,0,0,0
TXN140308,19,0,0,448.52,Loan EMI Payment,UPI,164.0,0,583.73,0.768,1,0,0,0,0,0,1,0,0
TXN117433,4,1,0,1101.74,Cash Withdrawal (UPI ATM),UPI,137.0,0,817.46,1.348,1,0,0,0,0,1,0,0,0
TXN107177,18,0,1,414.35,Loan EMI Payment,Card,1361.0,0,645.71,0.642,0,0,0,0,0,1,0,0,0
TXN132126,10,0,1,2181.8,Merchant Payment,UPI,25.0,0,2583.21,0.845,1,0,0,0,0,0,0,0,0
TXN133226,14,0,0,678.03,Wallet Top-up,UPI,194.0,0,651.9,1.04,1,0,0,0,0,0,0,0,0
TXN138601,17,0,0,354.31,Bill Payment,IMPS,891.0,0,154.54,2.293,3,0,0,0,0,0,1,0,0
TXN111472,21,0,1,49.0,Loan EMI Payment,UPI,888.0,0,205.04,0.239,1,0,0,0,0,0,0,0,0
TXN104120,17,0,0,296.66,Bill Payment,UPI,374.0,0,308.27,0.962,2,0,0,0,0,0,0,0,0
TXN115131,21,0,0,477.0,P2P Transfer,IMPS,105.0,0,836.49,0.57,2,0,0,0,0,0,0,0,0
TXN108797,3,1,0,6299.32,P2P Transfer,IMPS,577.0,0,4584.14,1.374,0,0,0,0,0,0,0,1,0
TXN131957,1,1,1,1089.9,Merchant Payment,UPI,523.0,0,1290.28,0.845,0,0,0,0,0,0,1,0,0
TXN151504,22,0,0,192.75,Loan EMI Payment,UPI,12.0,0,51.29,3.758,1,0,0,0,0,0,0,0,0
TXN125580,5,1,0,1378.24,Bill Payment,IMPS,539.0,0,1497.02,0.921,3,0,0,0,0,0,0,0,0
TXN127834,7,0,0,117.18,P2P Transfer,UPI,87.0,0,49.0,2.391,1,0,0,0,0,0,0,0,0
TXN114163,20,0,1,1680.21,Merchant Payment,IMPS,38.0,0,1272.16,1.321,0,0,0,0,0,0,0,0,0
TXN107625,13,0,1,1020.16,Merchant Payment,Card,196.0,0,1157.43,0.881,0,0,0,0,0,0,0,0,0
TXN146428,4,1,0,511.38,Merchant Payment,Card,152.0,0,249.59,2.049,2,1,0,0,0,0,0,1,0
TXN103652,9,0,0,379.49,Loan EMI Payment,IMPS,236.0,0,601.23,0.631,0,0,0,0,0,0,0,0,0
TXN103200,22,0,0,295.33,Loan EMI Payment,IMPS,117.0,0,581.28,0.508,2,1,0,0,0,0,0,0,0
TXN159416,2,1,0,2909.6,P2P Transfer,Card,128.0,0,2912.37,0.999,0,0,0,0,0,0,0,0,0
TXN147255,1,1,1,261.33,Merchant Payment,UPI,231.0,0,244.1,1.071,2,0,0,0,0,0,0,0,0
TXN116521,8,0,0,445.95,Merchant Payment,IMPS,100.0,0,87.08,5.121,2,0,0,0,0,0,1,0,0
TXN145341,7,0,1,402.01,Merchant Payment,IMPS,465.0,0,388.75,1.034,4,1,0,0,0,0,0,0,0
TXN131725,9,0,1,573.13,P2P Transfer,IMPS,380.0,0,324.13,1.768,0,0,0,0,0,0,0,0,0
TXN133475,23,0,0,407.62,Cash Withdrawal (UPI ATM),UPI,324.0,0,728.81,0.559,3,1,1,0,0,0,0,0,0
TXN109226,17,0,0,637.6,P2P Transfer,IMPS,189.0,0,522.47,1.22,1,1,0,0,0,0,0,0,0
TXN153376,12,0,1,643.73,Bill Payment,IMPS,135.0,0,865.77,0.744,3,0,0,0,0,0,0,0,0
TXN157910,9,0,0,1226.92,P2P Transfer,IMPS,742.0,0,1501.4,0.817,1,1,0,0,0,0,0,0,0
TXN113288,17,0,0,2135.54,Wallet Top-up,UPI,118.0,0,1390.85,1.535,0,0,0,0,0,0,1,0,0
TXN137114,9,0,0,1193.45,P2P Transfer,Card,94.0,0,532.4,2.242,0,0,0,0,0,1,0,1,0
TXN118127,18,0,0,1090.12,Bill Payment,UPI,161.0,0,1205.53,0.904,1,0,0,1,0,0,0,0,0
TXN146706,3,1,1,1194.21,Merchant Payment,UPI,382.0,0,1074.71,1.111,2,1,0,0,0,0,0,1,0
TXN151660,0,1,1,678.61,Loan EMI Payment,IMPS,250.0,0,535.97,1.266,2,1,0,0,0,0,0,0,0
TXN140750,21,0,1,1017.25,Loan EMI Payment,IMPS,337.0,0,659.99,1.541,0,0,1,0,0,0,0,0,0
TXN153191,11,0,1,1844.37,Merchant Payment,Card,84.0,0,1276.56,1.445,2,0,0,0,0,0,0,0,0
TXN120730,18,0,0,258.19,Bill Payment,UPI,64.0,0,449.06,0.575,2,0,0,0,0,0,0,0,0
TXN117786,5,1,0,94.12,P2P Transfer,UPI,78.0,0,146.52,0.642,2,0,0,0,0,0,0,0,0
TXN140401,7,0,0,943.24,P2P Transfer,IMPS,176.0,0,708.94,1.33,4,0,0,0,0,0,0,0,0
TXN157068,12,0,0,578.7,Merchant Payment,UPI,282.0,0,404.45,1.431,1,0,0,0,0,0,0,0,0
TXN144085,7,0,0,442.95,P2P Transfer,UPI,72.0,0,286.12,1.548,2,0,1,0,0,0,0,0,0
TXN142639,22,0,0,1248.93,P2P Transfer,Card,157.0,0,570.09,2.191,2,1,0,0,0,1,0,0,0
TXN136581,11,0,0,295.36,Bill Payment,IMPS,142.0,0,63.02,4.687,2,0,0,0,0,0,0,0,0
TXN108622,21,0,0,725.09,P2P Transfer,NetBanking,70.0,0,557.2,1.301,1,1,0,0,1,0,1,0,0
TXN136380,22,0,0,779.68,Cash Withdrawal (UPI ATM),NetBanking,209.0,0,816.28,0.955,0,0,0,0,0,0,1,0,0
TXN119329,1,1,0,433.9,Bill Payment,UPI,498.0,0,723.4,0.6,0,0,0,0,0,0,0,0,0
TXN136894,23,0,0,90.96,Loan EMI Payment,IMPS,74.0,0,49.0,1.856,4,0,0,0,0,0,1,0,0
TXN150801,9,0,0,136.08,Bill Payment,NetBanking,527.0,0,254.83,0.534,1,0,0,1,0,0,0,0,0
TXN114372,23,0,0,1682.38,Merchant Payment,NetBanking,128.0,0,2003.3,0.84,2,0,0,1,0,0,0,0,0
TXN143151,6,0,0,1434.97,Merchant Payment,UPI,47.0,0,957.73,1.498,1,0,0,0,0,0,1,0,0
TXN144125,9,0,0,571.08,Loan EMI Payment,UPI,197.0,0,461.49,1.237,1,0,0,0,0,0,0,0,0
TXN152406,22,0,0,964.21,P2P Transfer,UPI,208.0,0,984.08,0.98,1,0,0,0,0,0,0,0,0
TXN105307,17,0,0,433.08,Merchant Payment,Card,244.0,0,397.26,1.09,2,1,0,0,0,0,0,0,0
TXN104612,18,0,0,1818.22,P2P Transfer,UPI,42.0,0,1108.51,1.64,2,2,0,0,0,0,0,0,0
TXN112709,6,0,0,981.44,Merchant Payment,UPI,59.0,0,1029.52,0.953,2,0,0,1,0,0,0,0,0
TXN102387,23,0,1,1548.11,P2P Transfer,NetBanking,143.0,0,2032.49,0.762,2,1,0,0,0,0,2,0,0
TXN116767,7,0,0,1167.26,P2P Transfer,UPI,335.0,0,793.66,1.471,4,1,0,0,0,0,0,0,0
TXN139226,12,0,0,1204.68,P2P Transfer,IMPS,29.0,0,1238.68,0.973,2,0,0,0,0,0,0,0,0
TXN129513,6,0,0,296.0,Merchant Payment,NetBanking,162.0,0,249.36,1.187,0,0,0,0,0,0,0,0,0
TXN131494,1,1,0,1211.62,P2P Transfer,UPI,91.0,0,1118.38,1.083,0,0,1,1,0,0,0,0,1
TXN134180,4,1,0,871.96,Bill Payment,UPI,228.0,0,535.24,1.629,1,0,0,0,0,0,0,0,0
TXN119822,13,0,0,267.36,Loan EMI Payment,IMPS,14.0,0,60.27,4.436,1,0,0,0,0,0,1,0,0
TXN142162,19,0,0,511.51,Bill Payment,UPI,138.0,0,276.8,1.848,3,3,0,0,0,1,0,0,0
TXN114233,9,0,0,1298.0,P2P Transfer,NetBanking,122.0,0,1198.45,1.083,1,0,0,0,0,0,0,0,0
TXN147412,17,0,0,339.92,Merchant Payment,NetBanking,681.0,0,83.42,4.075,1,0,0,0,1,1,0,0,0
TXN146196,2,1,1,304.73,Merchant Payment,IMPS,26.0,0,261.94,1.163,1,1,0,0,0,0,0,0,0
TXN141375,7,0,0,739.44,P2P Transfer,UPI,48.0,0,332.61,2.223,3,0,0,0,0,0,0,0,0
TXN110860,0,1,1,687.27,P2P Transfer,NetBanking,176.0,0,621.58,1.106,1,0,0,0,0,0,0,1,0
TXN136318,8,0,0,936.55,Cash Withdrawal (UPI ATM),UPI,20.0,0,657.21,1.425,3,1,0,0,0,0,0,0,0
TXN153220,22,0,0,1413.96,P2P Transfer,Card,62.0,0,1733.11,0.816,2,1,0,0,0,0,0,0,0
TXN100677,2,1,1,743.37,Wallet Top-up,UPI,179.0,0,677.57,1.097,0,0,0,0,0,0,0,0,0
TXN120184,4,1,1,244.16,Loan EMI Payment,UPI,89.0,0,233.59,1.045,2,0,0,0,0,0,0,0,0
TXN152853,15,0,0,907.94,P2P Transfer,NetBanking,168.0,0,409.38,2.218,2,1,0,0,0,0,1,0,0
TXN115170,23,0,0,489.42,Wallet Top-up,UPI,77.0,0,772.09,0.634,0,0,0,0,0,0,0,0,0
TXN144953,15,0,0,1516.03,Wallet Top-up,NetBanking,72.0,0,1548.82,0.979,1,1,1,0,0,0,0,0,0
TXN153233,15,0,0,3804.63,Merchant Payment,UPI,240.0,0,2405.78,1.581,0,0,0,0,0,0,1,0,0
TXN156268,5,1,1,664.46,P2P Transfer,UPI,210.0,0,377.32,1.761,3,1,0,0,0,0,0,0,0
TXN155084,7,0,0,620.44,Cash Withdrawal (UPI ATM),UPI,202.0,0,508.33,1.221,3,0,0,0,0,0,0,0,0
TXN131985,2,1,1,2448.7,Merchant Payment,UPI,205.0,0,2198.56,1.114,0,0,0,0,0,0,0,0,0
TXN104187,5,1,0,415.03,Bill Payment,IMPS,209.0,0,781.76,0.531,0,0,0,0,0,0,0,0,0
TXN104788,7,0,0,2036.27,P2P Transfer,UPI,139.0,0,1826.58,1.115,3,0,1,0,1,0,0,0,0
