account_id,graph_cluster_id,cluster_size,suspicion_score,predicted_flag,is_fraud_ring_member,cluster_type
ACCT-002032,CLUSTER-0315,1,0.0,0,0,none
ACCT-001733,CLUSTER-0316,1,0.0,0,0,none
ACCT-003135,CLUSTER-0317,4,0.09,0,0,legit_shared_device
ACCT-003136,CLUSTER-0317,4,0.09,0,0,legit_shared_device
ACCT-003137,CLUSTER-0317,4,0.09,0,0,legit_shared_device
ACCT-003138,CLUSTER-0317,4,0.09,0,0,legit_shared_device
ACCT-000222,CLUSTER-0318,1,0.0,0,0,none
ACCT-000614,CLUSTER-0319,1,0.0,0,0,none
ACCT-001272,CLUSTER-0320,1,0.0,0,0,none
ACCT-000959,CLUSTER-0321,1,0.0,0,0,none
ACCT-001913,CLUSTER-0322,1,0.0,0,0,none
ACCT-002102,CLUSTER-0323,1,0.0,0,0,none
ACCT-000954,CLUSTER-0324,1,0.0,0,0,none
ACCT-000647,CLUSTER-0325,1,0.0,0,0,none
ACCT-001442,CLUSTER-0326,1,0.0,0,0,none
ACCT-003008,CLUSTER-0327,4,0.3567,0,0,legit_shared_device
ACCT-003009,CLUSTER-0327,4,0.3567,0,0,legit_shared_device
ACCT-003010,CLUSTER-0327,4,0.3567,0,0,legit_shared_device
ACCT-003011,CLUSTER-0327,4,0.3567,0,0,legit_shared_device
ACCT-001485,CLUSTER-0328,1,0.0,0,0,none
ACCT-001754,CLUSTER-0329,1,0.0,0,0,none
ACCT-000797,CLUSTER-0330,1,0.0,0,0,none
ACCT-000841,CLUSTER-0331,1,0.0,0,0,none
ACCT-002057,CLUSTER-0332,1,0.0,0,0,none
ACCT-002368,CLUSTER-0333,1,0.0,0,0,none
ACCT-001404,CLUSTER-0334,1,0.0,0,0,none
ACCT-000098,CLUSTER-0335,1,0.0,0,0,none
ACCT-001810,CLUSTER-0336,1,0.0,0,0,none
ACCT-001658,CLUSTER-0337,1,0.0,0,0,none
ACCT-002240,CLUSTER-0338,1,0.0,0,0,none
ACCT-001712,CLUSTER-0339,1,0.0,0,0,none
ACCT-001343,CLUSTER-0340,1,0.0,0,0,none
ACCT-002671,CLUSTER-0341,1,0.0,0,0,none
ACCT-002401,CLUSTER-0342,1,0.0,0,0,none
ACCT-002833,CLUSTER-0343,1,0.0,0,0,none
ACCT-002166,CLUSTER-0344,1,0.0,0,0,none
ACCT-000179,CLUSTER-0345,1,0.0,0,0,none
ACCT-001952,CLUSTER-0346,1,0.0,0,0,none
ACCT-001639,CLUSTER-0347,1,0.0,0,0,none
ACCT-000116,CLUSTER-0348,1,0.0,0,0,none
ACCT-002248,CLUSTER-0349,1,0.0,0,0,none
ACCT-000590,CLUSTER-0350,1,0.0,0,0,none
ACCT-000652,CLUSTER-0351,1,0.0,0,0,none
ACCT-001221,CLUSTER-0352,1,0.0,0,0,none
ACCT-002386,CLUSTER-0353,1,0.0,0,0,none
ACCT-000782,CLUSTER-0354,1,0.0,0,0,none
ACCT-000287,CLUSTER-0355,1,0.0,0,0,none
ACCT-002566,CLUSTER-0356,1,0.0,0,0,none
ACCT-002829,CLUSTER-0357,1,0.0,0,0,none
ACCT-001157,CLUSTER-0358,1,0.0,0,0,none
ACCT-000112,CLUSTER-0359,1,0.0,0,0,none
ACCT-001429,CLUSTER-0360,2,0.015,0,0,none
ACCT-002760,CLUSTER-0360,2,0.015,0,0,none
ACCT-001971,CLUSTER-0361,1,0.0,0,0,none
ACCT-000367,CLUSTER-0362,1,0.0,0,0,none
ACCT-000121,CLUSTER-0363,1,0.0,0,0,none
ACCT-001998,CLUSTER-0364,1,0.0,0,0,none
ACCT-000069,CLUSTER-0365,1,0.0,0,0,none
ACCT-001966,CLUSTER-0366,1,0.0,0,0,none
ACCT-002498,CLUSTER-0367,1,0.0,0,0,none
ACCT-002260,CLUSTER-0368,1,0.0,0,0,none
ACCT-000281,CLUSTER-0369,1,0.0,0,0,none
ACCT-000983,CLUSTER-0370,1,0.0,0,0,none
ACCT-002359,CLUSTER-0371,1,0.0,0,0,none
ACCT-001317,CLUSTER-0372,1,0.0,0,0,none
ACCT-001470,CLUSTER-0373,1,0.0,0,0,none
ACCT-003265,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003266,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003267,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003269,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003270,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003271,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-003272,CLUSTER-0374,7,0.2025,0,1,fraud_ring
ACCT-000976,CLUSTER-0375,1,0.0,0,0,none
ACCT-002472,CLUSTER-0376,1,0.0,0,0,none
ACCT-000473,CLUSTER-0377,1,0.0,0,0,none
ACCT-001294,CLUSTER-0378,1,0.0,0,0,none
ACCT-002431,CLUSTER-0379,1,0.0,0,0,none
ACCT-000074,CLUSTER-0380,1,0.0,0,0,none
ACCT-000318,CLUSTER-0381,1,0.0,0,0,none
ACCT-001557,CLUSTER-0382,1,0.0,0,0,none
ACCT-000386,CLUSTER-0383,1,0.0,0,0,none
ACCT-001181,CLUSTER-0384,1,0.0,0,0,none
ACCT-000864,CLUSTER-0385,1,0.0,0,0,none
ACCT-002952,CLUSTER-0386,1,0.0,0,0,none
ACCT-000377,CLUSTER-0387,1,0.0,0,0,none
ACCT-000704,CLUSTER-0388,1,0.0,0,0,none
ACCT-001518,CLUSTER-0389,1,0.0,0,0,none
ACCT-000993,CLUSTER-0390,1,0.0,0,0,none
ACCT-001523,CLUSTER-0391,1,0.0,0,0,none
ACCT-002680,CLUSTER-0392,1,0.0,0,0,none
ACCT-000904,CLUSTER-0393,1,0.0,0,0,none
ACCT-001171,CLUSTER-0394,1,0.0,0,0,none
ACCT-001743,CLUSTER-0395,1,0.0,0,0,none
ACCT-002170,CLUSTER-0396,1,0.0,0,0,none
ACCT-000150,CLUSTER-0397,1,0.0,0,0,none
ACCT-001736,CLUSTER-0398,1,0.0,0,0,none
ACCT-001725,CLUSTER-0399,1,0.0,0,0,none
ACCT-000444,CLUSTER-0400,1,0.0,0,0,none
ACCT-000603,CLUSTER-0401,1,0.0,0,0,none
ACCT-001611,CLUSTER-0402,1,0.0,0,0,none
ACCT-000030,CLUSTER-0403,1,0.0,0,0,none
ACCT-000013,CLUSTER-0404,1,0.0,0,0,none
ACCT-002602,CLUSTER-0405,1,0.0,0,0,none
ACCT-000187,CLUSTER-0406,1,0.0,0,0,none
ACCT-002549,CLUSTER-0407,1,0.0,0,0,none
ACCT-002434,CLUSTER-0408,1,0.0,0,0,none
ACCT-002061,CLUSTER-0409,1,0.0,0,0,none
ACCT-002951,CLUSTER-0410,1,0.0,0,0,none
ACCT-003191,CLUSTER-0411,4,0.3233,0,1,fraud_ring
ACCT-003192,CLUSTER-0411,4,0.3233,0,1,fraud_ring
ACCT-003193,CLUSTER-0411,4,0.3233,0,1,fraud_ring
ACCT-003194,CLUSTER-0411,4,0.3233,0,1,fraud_ring
ACCT-002230,CLUSTER-0412,1,0.0,0,0,none
ACCT-000160,CLUSTER-0413,1,0.0,0,0,none
ACCT-000172,CLUSTER-0414,1,0.0,0,0,none
ACCT-000496,CLUSTER-0415,1,0.0,0,0,none
ACCT-001734,CLUSTER-0416,1,0.0,0,0,none
ACCT-000195,CLUSTER-0417,1,0.0,0,0,none
ACCT-002567,CLUSTER-0418,1,0.0,0,0,none
ACCT-001174,CLUSTER-0419,1,0.0,0,0,none
ACCT-002757,CLUSTER-0420,1,0.0,0,0,none
ACCT-003036,CLUSTER-0421,2,0.015,0,0,legit_shared_device
ACCT-003037,CLUSTER-0421,2,0.015,0,0,legit_shared_device
ACCT-002495,CLUSTER-0422,1,0.0,0,0,none
ACCT-001879,CLUSTER-0423,1,0.0,0,0,none
ACCT-000315,CLUSTER-0424,1,0.0,0,0,none
ACCT-001108,CLUSTER-0425,1,0.0,0,0,none
ACCT-000151,CLUSTER-0426,1,0.0,0,0,none
ACCT-001930,CLUSTER-0427,1,0.0,0,0,none
ACCT-000467,CLUSTER-0428,1,0.0,0,0,none
ACCT-002261,CLUSTER-0429,1,0.0,0,0,none
ACCT-002084,CLUSTER-0430,1,0.0,0,0,none
ACCT-001902,CLUSTER-0431,1,0.0,0,0,none
ACCT-002120,CLUSTER-0432,1,0.0,0,0,none
ACCT-002788,CLUSTER-0433,1,0.0,0,0,none
ACCT-003047,CLUSTER-0434,2,0.015,0,0,legit_shared_device
ACCT-003048,CLUSTER-0434,2,0.015,0,0,legit_shared_device
ACCT-000134,CLUSTER-0435,1,0.0,0,0,none
ACCT-002737,CLUSTER-0436,1,0.0,0,0,none
ACCT-001546,CLUSTER-0437,1,0.0,0,0,none
ACCT-001898,CLUSTER-0438,1,0.0,0,0,none
ACCT-001438,CLUSTER-0439,1,0.0,0,0,none
ACCT-002591,CLUSTER-0440,1,0.0,0,0,none
ACCT-000464,CLUSTER-0441,1,0.0,0,0,none
ACCT-001082,CLUSTER-0442,1,0.0,0,0,none
ACCT-000468,CLUSTER-0443,1,0.0,0,0,none
ACCT-000759,CLUSTER-0444,1,0.0,0,0,none
ACCT-002857,CLUSTER-0445,1,0.0,0,0,none
ACCT-000354,CLUSTER-0446,1,0.0,0,0,none
ACCT-002651,CLUSTER-0447,1,0.0,0,0,none
ACCT-001539,CLUSTER-0448,1,0.0,0,0,none
ACCT-002670,CLUSTER-0449,1,0.0,0,0,none
ACCT-001276,CLUSTER-0450,1,0.0,0,0,none
ACCT-002913,CLUSTER-0451,1,0.0,0,0,none
ACCT-001607,CLUSTER-0452,1,0.0,0,0,none
ACCT-003016,CLUSTER-0453,4,0.09,0,0,legit_shared_device
ACCT-003017,CLUSTER-0453,4,0.09,0,0,legit_shared_device
ACCT-003018,CLUSTER-0453,4,0.09,0,0,legit_shared_device
ACCT-003019,CLUSTER-0453,4,0.09,0,0,legit_shared_device
ACCT-002349,CLUSTER-0454,1,0.0,0,0,none
ACCT-001763,CLUSTER-0455,1,0.0,0,0,none
ACCT-000560,CLUSTER-0456,1,0.0,0,0,none
ACCT-001486,CLUSTER-0457,1,0.0,0,0,none
ACCT-001251,CLUSTER-0458,1,0.0,0,0,none
ACCT-002650,CLUSTER-0459,1,0.0,0,0,none
ACCT-001791,CLUSTER-0460,1,0.0,0,0,none
ACCT-000622,CLUSTER-0461,1,0.0,0,0,none
ACCT-002809,CLUSTER-0462,1,0.0,0,0,none
ACCT-000770,CLUSTER-0463,1,0.0,0,0,none
ACCT-001745,CLUSTER-0464,1,0.0,0,0,none
ACCT-002941,CLUSTER-0465,1,0.0,0,0,none
ACCT-001084,CLUSTER-0466,1,0.0,0,0,none
ACCT-001330,CLUSTER-0467,1,0.0,0,0,none
ACCT-001905,CLUSTER-0468,1,0.0,0,0,none
ACCT-002980,CLUSTER-0469,1,0.0,0,0,none
ACCT-000522,CLUSTER-0470,1,0.0,0,0,none
ACCT-002971,CLUSTER-0471,1,0.0,0,0,none
ACCT-000895,CLUSTER-0472,1,0.0,0,0,none
ACCT-000300,CLUSTER-0473,1,0.0,0,0,none
ACCT-000096,CLUSTER-0474,1,0.0,0,0,none
ACCT-002643,CLUSTER-0475,1,0.0,0,0,none
ACCT-001824,CLUSTER-0476,1,0.0,0,0,none
ACCT-000192,CLUSTER-0477,1,0.0,0,0,none
ACCT-002912,CLUSTER-0478,1,0.0,0,0,none
ACCT-000627,CLUSTER-0479,1,0.0,0,0,none
ACCT-002525,CLUSTER-0480,1,0.0,0,0,none
ACCT-002396,CLUSTER-0481,1,0.0,0,0,none
ACCT-003106,CLUSTER-0482,2,0.015,0,0,legit_shared_device
ACCT-003107,CLUSTER-0482,2,0.015,0,0,legit_shared_device
ACCT-001318,CLUSTER-0483,1,0.0,0,0,none
ACCT-003174,CLUSTER-0484,2,0.2817,0,0,legit_shared_device
ACCT-003175,CLUSTER-0484,2,0.2817,0,0,legit_shared_device
ACCT-002501,CLUSTER-0485,1,0.0,0,0,none
ACCT-002477,CLUSTER-0486,1,0.0,0,0,none
ACCT-002577,CLUSTER-0487,1,0.0,0,0,none
ACCT-002739,CLUSTER-0488,1,0.0,0,0,none
ACCT-002667,CLUSTER-0489,1,0.0,0,0,none
ACCT-003044,CLUSTER-0490,3,0.4525,0,0,legit_shared_device
ACCT-003045,CLUSTER-0490,3,0.4525,0,0,legit_shared_device
ACCT-003046,CLUSTER-0490,3,0.4525,0,0,legit_shared_device
ACCT-000607,CLUSTER-0491,1,0.0,0,0,none
ACCT-000220,CLUSTER-0492,1,0.0,0,0,none
ACCT-001510,CLUSTER-0493,1,0.0,0,0,none
ACCT-002083,CLUSTER-0494,1,0.0,0,0,none
ACCT-001841,CLUSTER-0495,1,0.0,0,0,none
ACCT-001817,CLUSTER-0496,1,0.0,0,0,none
ACCT-002666,CLUSTER-0497,1,0.0,0,0,none
ACCT-002717,CLUSTER-0498,1,0.0,0,0,none
ACCT-002333,CLUSTER-0499,1,0.0,0,0,none
ACCT-001970,CLUSTER-0500,1,0.0,0,0,none
ACCT-000581,CLUSTER-0501,1,0.0,0,0,none
ACCT-003158,CLUSTER-0502,3,0.0525,0,0,legit_shared_device
ACCT-003159,CLUSTER-0502,3,0.0525,0,0,legit_shared_device
ACCT-003160,CLUSTER-0502,3,0.0525,0,0,legit_shared_device
ACCT-002893,CLUSTER-0503,1,0.0,0,0,none
ACCT-000262,CLUSTER-0504,1,0.0,0,0,none
ACCT-002107,CLUSTER-0505,1,0.0,0,0,none
ACCT-001388,CLUSTER-0506,1,0.0,0,0,none
ACCT-001778,CLUSTER-0507,1,0.0,0,0,none
ACCT-002481,CLUSTER-0508,1,0.0,0,0,none
ACCT-001953,CLUSTER-0509,1,0.0,0,0,none
ACCT-002855,CLUSTER-0510,1,0.0,0,0,none
ACCT-001379,CLUSTER-0511,1,0.0,0,0,none
ACCT-002371,CLUSTER-0512,1,0.0,0,0,none
ACCT-002007,CLUSTER-0513,1,0.0,0,0,none
ACCT-002211,CLUSTER-0514,1,0.0,0,0,none
ACCT-000956,CLUSTER-0515,1,0.0,0,0,none
ACCT-002729,CLUSTER-0516,1,0.0,0,0,none
ACCT-002188,CLUSTER-0517,1,0.0,0,0,none
ACCT-002279,CLUSTER-0518,1,0.0,0,0,none
ACCT-002541,CLUSTER-0519,1,0.0,0,0,none
ACCT-002090,CLUSTER-0520,1,0.0,0,0,none
ACCT-002475,CLUSTER-0521,1,0.0,0,0,none
ACCT-002155,CLUSTER-0522,1,0.0,0,0,none
ACCT-001316,CLUSTER-0523,1,0.0,0,0,none
ACCT-000945,CLUSTER-0524,1,0.0,0,0,none
ACCT-000174,CLUSTER-0525,1,0.0,0,0,none
ACCT-002707,CLUSTER-0526,1,0.0,0,0,none
ACCT-002813,CLUSTER-0527,1,0.0,0,0,none
ACCT-001838,CLUSTER-0528,1,0.0,0,0,none
ACCT-002099,CLUSTER-0529,1,0.0,0,0,none
ACCT-003204,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-003205,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-003206,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-003207,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-003208,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-003209,CLUSTER-0530,6,0.315,0,1,fraud_ring
ACCT-000604,CLUSTER-0531,1,0.0,0,0,none
ACCT-002724,CLUSTER-0532,1,0.0,0,0,none
ACCT-002488,CLUSTER-0533,1,0.0,0,0,none
ACCT-002063,CLUSTER-0534,1,0.0,0,0,none
ACCT-002877,CLUSTER-0535,1,0.0,0,0,none
ACCT-002423,CLUSTER-0536,1,0.0,0,0,none
ACCT-001000,CLUSTER-0537,1,0.0,0,0,none
ACCT-002157,CLUSTER-0538,1,0.0,0,0,none
ACCT-002518,CLUSTER-0539,1,0.0,0,0,none
ACCT-001492,CLUSTER-0540,1,0.0,0,0,none
ACCT-001576,CLUSTER-0541,1,0.0,0,0,none
ACCT-000977,CLUSTER-0542,1,0.0,0,0,none
ACCT-000688,CLUSTER-0543,1,0.0,0,0,none
ACCT-001403,CLUSTER-0544,1,0.0,0,0,none
ACCT-002364,CLUSTER-0545,1,0.0,0,0,none
ACCT-002758,CLUSTER-0546,1,0.0,0,0,none
ACCT-002960,CLUSTER-0547,1,0.0,0,0,none
ACCT-000418,CLUSTER-0548,1,0.0,0,0,none
ACCT-003071,CLUSTER-0549,4,0.09,0,0,legit_shared_device
ACCT-003072,CLUSTER-0549,4,0.09,0,0,legit_shared_device
ACCT-003073,CLUSTER-0549,4,0.09,0,0,legit_shared_device
ACCT-003074,CLUSTER-0549,4,0.09,0,0,legit_shared_device
ACCT-002816,CLUSTER-0550,1,0.0,0,0,none
ACCT-002136,CLUSTER-0551,1,0.0,0,0,none
ACCT-000638,CLUSTER-0552,1,0.0,0,0,none
ACCT-001322,CLUSTER-0553,1,0.0,0,0,none
ACCT-003230,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003231,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003232,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003233,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003234,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003235,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003236,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003237,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-003238,CLUSTER-0554,9,0.5719,1,1,fraud_ring
ACCT-002606,CLUSTER-0555,1,0.0,0,0,none
ACCT-000005,CLUSTER-0556,1,0.0,0,0,none
ACCT-000600,CLUSTER-0557,1,0.0,0,0,none
ACCT-000756,CLUSTER-0558,1,0.0,0,0,none
ACCT-002693,CLUSTER-0559,1,0.0,0,0,none
ACCT-002963,CLUSTER-0560,1,0.0,0,0,none
ACCT-001131,CLUSTER-0561,1,0.0,0,0,none
ACCT-002103,CLUSTER-0562,1,0.0,0,0,none
ACCT-001253,CLUSTER-0563,1,0.0,0,0,none
ACCT-000584,CLUSTER-0564,1,0.0,0,0,none
ACCT-000730,CLUSTER-0565,1,0.0,0,0,none
ACCT-001297,CLUSTER-0566,1,0.0,0,0,none
ACCT-001816,CLUSTER-0567,1,0.0,0,0,none
ACCT-002993,CLUSTER-0568,1,0.0,0,0,none
ACCT-002238,CLUSTER-0569,1,0.0,0,0,none
ACCT-003310,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-003311,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-003312,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-003313,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-003314,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-003315,CLUSTER-0570,6,0.165,0,1,fraud_ring
ACCT-002493,CLUSTER-0571,1,0.0,0,0,none
ACCT-001106,CLUSTER-0572,1,0.0,0,0,none
ACCT-002318,CLUSTER-0573,1,0.0,0,0,none
ACCT-001342,CLUSTER-0574,1,0.0,0,0,none
ACCT-000414,CLUSTER-0575,1,0.0,0,0,none
ACCT-002277,CLUSTER-0576,1,0.0,0,0,none
ACCT-000332,CLUSTER-0577,1,0.0,0,0,none
ACCT-002836,CLUSTER-0578,1,0.0,0,0,none
ACCT-002296,CLUSTER-0579,1,0.0,0,0,none
ACCT-001166,CLUSTER-0580,1,0.0,0,0,none
ACCT-001779,CLUSTER-0581,1,0.0,0,0,none
ACCT-001344,CLUSTER-0582,1,0.0,0,0,none
ACCT-000282,CLUSTER-0583,1,0.0,0,0,none
ACCT-000669,CLUSTER-0584,1,0.0,0,0,none
ACCT-001635,CLUSTER-0585,1,0.0,0,0,none
ACCT-000425,CLUSTER-0586,1,0.0,0,0,none
ACCT-001581,CLUSTER-0587,1,0.0,0,0,none
ACCT-002881,CLUSTER-0588,1,0.0,0,0,none
ACCT-001945,CLUSTER-0589,1,0.0,0,0,none
ACCT-002715,CLUSTER-0590,1,0.0,0,0,none
ACCT-002610,CLUSTER-0591,1,0.0,0,0,none
ACCT-001762,CLUSTER-0592,1,0.0,0,0,none
ACCT-002732,CLUSTER-0593,1,0.0,0,0,none
ACCT-002524,CLUSTER-0594,1,0.0,0,0,none
ACCT-001934,CLUSTER-0595,1,0.0,0,0,none
ACCT-002197,CLUSTER-0596,1,0.0,0,0,none
ACCT-001549,CLUSTER-0597,1,0.0,0,0,none
ACCT-002989,CLUSTER-0598,1,0.0,0,0,none
ACCT-001150,CLUSTER-0599,1,0.0,0,0,none
ACCT-001057,CLUSTER-0600,1,0.0,0,0,none
ACCT-001151,CLUSTER-0601,1,0.0,0,0,none
ACCT-002544,CLUSTER-0602,1,0.0,0,0,none
ACCT-001434,CLUSTER-0603,1,0.0,0,0,none
ACCT-001519,CLUSTER-0604,1,0.0,0,0,none
ACCT-001060,CLUSTER-0605,1,0.0,0,0,none
ACCT-003176,CLUSTER-0606,2,0.015,0,0,legit_shared_device
ACCT-003177,CLUSTER-0606,2,0.015,0,0,legit_shared_device
ACCT-000817,CLUSTER-0607,1,0.0,0,0,none
ACCT-002620,CLUSTER-0608,1,0.0,0,0,none
ACCT-002569,CLUSTER-0609,1,0.0,0,0,none
ACCT-000034,CLUSTER-0610,1,0.0,0,0,none
ACCT-000846,CLUSTER-0611,1,0.0,0,0,none
ACCT-000521,CLUSTER-0612,1,0.0,0,0,none
ACCT-002928,CLUSTER-0613,1,0.0,0,0,none
ACCT-001936,CLUSTER-0614,1,0.0,0,0,none
ACCT-001543,CLUSTER-0615,1,0.0,0,0,none
ACCT-000990,CLUSTER-0616,1,0.0,0,0,none
ACCT-000027,CLUSTER-0617,1,0.0,0,0,none
ACCT-002713,CLUSTER-0618,1,0.0,0,0,none
ACCT-000224,CLUSTER-0619,1,0.0,0,0,none
ACCT-000267,CLUSTER-0620,1,0.0,0,0,none
ACCT-000016,CLUSTER-0621,1,0.0,0,0,none
ACCT-000705,CLUSTER-0622,1,0.0,0,0,none
ACCT-002965,CLUSTER-0623,1,0.0,0,0,none
ACCT-001037,CLUSTER-0624,1,0.0,0,0,none
ACCT-000052,CLUSTER-0625,1,0.0,0,0,none
ACCT-002832,CLUSTER-0626,1,0.0,0,0,none
ACCT-000815,CLUSTER-0627,1,0.0,0,0,none
ACCT-003038,CLUSTER-0628,2,0.015,0,0,legit_shared_device
ACCT-003039,CLUSTER-0628,2,0.015,0,0,legit_shared_device
ACCT-000183,CLUSTER-0629,1,0.0,0,0,none
ACCT-000053,CLUSTER-0630,1,0.0,0,0,none
ACCT-000076,CLUSTER-0631,1,0.0,0,0,none
ACCT-001077,CLUSTER-0632,1,0.0,0,0,none
ACCT-001835,CLUSTER-0633,1,0.0,0,0,none
ACCT-001529,CLUSTER-0634,1,0.0,0,0,none
ACCT-001964,CLUSTER-0635,1,0.0,0,0,none
ACCT-000055,CLUSTER-0636,1,0.0,0,0,none
ACCT-002271,CLUSTER-0637,1,0.0,0,0,none
ACCT-000774,CLUSTER-0638,1,0.0,0,0,none
ACCT-002957,CLUSTER-0639,1,0.0,0,0,none
ACCT-000891,CLUSTER-0640,1,0.0,0,0,none
ACCT-000867,CLUSTER-0641,1,0.0,0,0,none
ACCT-000438,CLUSTER-0642,1,0.0,0,0,none
ACCT-002800,CLUSTER-0643,1,0.0,0,0,none
ACCT-000520,CLUSTER-0644,1,0.0,0,0,none
ACCT-002242,CLUSTER-0645,1,0.0,0,0,none
ACCT-001831,CLUSTER-0646,1,0.0,0,0,none
ACCT-002736,CLUSTER-0647,1,0.0,0,0,none
ACCT-001111,CLUSTER-0648,1,0.0,0,0,none
ACCT-000346,CLUSTER-0649,1,0.0,0,0,none
ACCT-001865,CLUSTER-0650,1,0.0,0,0,none
ACCT-000178,CLUSTER-0651,1,0.0,0,0,none
ACCT-001107,CLUSTER-0652,1,0.0,0,0,none
ACCT-001153,CLUSTER-0653,1,0.0,0,0,none
ACCT-001542,CLUSTER-0654,1,0.0,0,0,none
ACCT-002968,CLUSTER-0655,1,0.0,0,0,none
ACCT-002539,CLUSTER-0656,1,0.0,0,0,none
ACCT-000879,CLUSTER-0657,1,0.0,0,0,none
ACCT-001746,CLUSTER-0658,1,0.0,0,0,none
ACCT-001826,CLUSTER-0659,1,0.0,0,0,none
ACCT-001592,CLUSTER-0660,1,0.0,0,0,none
ACCT-002823,CLUSTER-0661,1,0.0,0,0,none
ACCT-001615,CLUSTER-0662,1,0.0,0,0,none
ACCT-001339,CLUSTER-0663,1,0.0,0,0,none
ACCT-001524,CLUSTER-0664,1,0.0,0,0,none
ACCT-000574,CLUSTER-0665,1,0.0,0,0,none
ACCT-002946,CLUSTER-0666,1,0.0,0,0,none
ACCT-001435,CLUSTER-0667,1,0.0,0,0,none
ACCT-002309,CLUSTER-0668,1,0.0,0,0,none
ACCT-001329,CLUSTER-0669,1,0.0,0,0,none
ACCT-000478,CLUSTER-0670,1,0.0,0,0,none
ACCT-002674,CLUSTER-0671,1,0.0,0,0,none
ACCT-000203,CLUSTER-0672,1,0.0,0,0,none
ACCT-000033,CLUSTER-0673,1,0.0,0,0,none
ACCT-002505,CLUSTER-0674,1,0.0,0,0,none
ACCT-000588,CLUSTER-0675,1,0.0,0,0,none
ACCT-001843,CLUSTER-0676,1,0.0,0,0,none
ACCT-000488,CLUSTER-0677,1,0.0,0,0,none
ACCT-001401,CLUSTER-0678,1,0.0,0,0,none
ACCT-002056,CLUSTER-0679,1,0.0,0,0,none
ACCT-001500,CLUSTER-0680,1,0.0,0,0,none
ACCT-000109,CLUSTER-0681,1,0.0,0,0,none
ACCT-000294,CLUSTER-0682,1,0.0,0,0,none
ACCT-002769,CLUSTER-0683,1,0.0,0,0,none
ACCT-002216,CLUSTER-0684,1,0.0,0,0,none
ACCT-002966,CLUSTER-0685,1,0.0,0,0,none
ACCT-001994,CLUSTER-0686,1,0.0,0,0,none
ACCT-002336,CLUSTER-0687,1,0.0,0,0,none
ACCT-001341,CLUSTER-0688,1,0.0,0,0,none
ACCT-001796,CLUSTER-0689,1,0.0,0,0,none
ACCT-000497,CLUSTER-0690,1,0.0,0,0,none
ACCT-000870,CLUSTER-0691,1,0.0,0,0,none
ACCT-001584,CLUSTER-0692,1,0.0,0,0,none
ACCT-000343,CLUSTER-0693,1,0.0,0,0,none
ACCT-001258,CLUSTER-0694,1,0.0,0,0,none
ACCT-003111,CLUSTER-0695,2,0.415,0,0,legit_shared_device
ACCT-003112,CLUSTER-0695,2,0.415,0,0,legit_shared_device
ACCT-001660,CLUSTER-0696,1,0.0,0,0,none
ACCT-002842,CLUSTER-0697,1,0.0,0,0,none
ACCT-002558,CLUSTER-0698,1,0.0,0,0,none
ACCT-001511,CLUSTER-0699,1,0.0,0,0,none
ACCT-000663,CLUSTER-0700,1,0.0,0,0,none
ACCT-001065,CLUSTER-0701,1,0.0,0,0,none
ACCT-001792,CLUSTER-0702,1,0.0,0,0,none
ACCT-001602,CLUSTER-0703,1,0.0,0,0,none
ACCT-000453,CLUSTER-0704,1,0.0,0,0,none
ACCT-003145,CLUSTER-0705,4,0.09,0,0,legit_shared_device
ACCT-003146,CLUSTER-0705,4,0.09,0,0,legit_shared_device
ACCT-003147,CLUSTER-0705,4,0.09,0,0,legit_shared_device
ACCT-003148,CLUSTER-0705,4,0.09,0,0,legit_shared_device
ACCT-001653,CLUSTER-0706,1,0.0,0,0,none
ACCT-000247,CLUSTER-0707,1,0.0,0,0,none
ACCT-000040,CLUSTER-0708,1,0.0,0,0,none
ACCT-001270,CLUSTER-0709,1,0.0,0,0,none
ACCT-003040,CLUSTER-0710,4,0.3567,0,0,legit_shared_device
