case_id,dispute_reason,order_amount_inr,avs_match,cvv_match,delivery_confirmed,signature_or_otp_confirmed,device_matches_prior_orders,no_prior_dispute_history,is_genuinely_legit,would_win_if_fought
CB-1422,unauthorized,528.72,True,True,True,True,False,True,1,1
CB-1423,item_not_received,790.2,True,True,False,True,True,True,1,1
CB-1424,duplicate_charge,4202.09,True,True,True,True,True,True,1,0
CB-1425,item_not_received,1763.36,False,False,True,True,False,True,0,1
CB-1426,unauthorized,4311.42,True,False,False,False,True,True,1,1
CB-1427,item_not_received,1837.25,True,True,True,False,False,False,0,0
CB-1428,item_not_received,1241.25,True,True,False,False,True,True,1,0
CB-1429,not_as_described,3578.04,True,True,False,False,False,True,0,0
CB-1430,not_as_described,173.41,True,False,True,False,False,False,0,0
CB-1431,unauthorized,2064.52,False,True,True,True,False,True,1,1
CB-1432,duplicate_charge,1203.6,True,True,True,True,True,True,1,1
CB-1433,item_not_received,658.96,True,True,True,False,True,False,1,1
CB-1434,unauthorized,4753.32,True,True,False,False,True,False,0,0
CB-1435,not_as_described,2719.45,False,True,False,True,False,True,0,0
CB-1436,unauthorized,958.73,True,True,True,True,True,True,1,1
CB-1437,not_as_described,1046.16,False,True,True,True,False,False,1,1
CB-1438,item_not_received,1043.92,True,True,True,True,False,True,1,1
CB-1439,not_as_described,1969.94,True,True,True,False,False,False,0,0
CB-1440,item_not_received,918.37,True,True,False,False,False,True,0,0
CB-1441,unauthorized,1452.23,True,True,False,False,False,False,0,0
CB-1442,not_as_described,4490.98,True,True,True,False,True,True,1,1
CB-1443,item_not_received,2068.89,True,True,False,True,True,True,1,1
CB-1444,unauthorized,3146.74,True,True,True,False,True,True,1,1
CB-1445,unauthorized,784.68,True,True,False,False,True,True,1,0
CB-1446,duplicate_charge,940.76,True,True,True,False,True,False,1,1
CB-1447,unauthorized,760.79,True,False,True,True,True,True,1,0
CB-1448,unauthorized,1371.98,True,True,True,True,False,False,0,0
CB-1449,item_not_received,1643.33,False,True,False,False,False,False,0,0
CB-1450,not_as_described,306.5,True,True,True,True,True,True,1,1
CB-1451,unauthorized,24357.89,True,True,True,False,True,True,1,1
CB-1452,duplicate_charge,13754.45,False,True,True,True,False,True,1,1
CB-1453,not_as_described,291.49,True,True,False,False,True,False,0,1
CB-1454,item_not_received,4321.64,True,True,False,False,True,False,0,1
CB-1455,item_not_received,1037.08,True,False,False,False,False,False,0,0
CB-1456,unauthorized,754.37,True,True,True,True,True,True,1,1
CB-1457,unauthorized,761.0,True,True,True,True,True,True,1,0
CB-1458,unauthorized,414.53,True,True,True,False,True,True,1,1
CB-1459,unauthorized,930.79,True,True,False,True,False,True,0,0
CB-1460,item_not_received,749.13,False,True,False,False,False,False,0,0
CB-1461,unauthorized,433.48,True,True,True,True,True,False,1,0
CB-1462,unauthorized,844.86,False,False,False,False,False,False,0,0
CB-1463,unauthorized,1372.52,True,True,False,False,True,False,1,1
CB-1464,item_not_received,337.99,True,True,True,True,True,True,1,0
CB-1465,unauthorized,1979.73,True,False,True,False,True,True,1,1
CB-1466,unauthorized,1083.08,True,True,False,True,True,True,1,0
CB-1467,item_not_received,1020.4,True,True,False,False,True,False,1,1
CB-1468,item_not_received,888.9,True,True,True,True,True,True,1,1
CB-1469,unauthorized,283.57,True,True,True,False,False,True,1,1
CB-1470,unauthorized,2947.22,True,True,False,False,True,True,1,1
CB-1471,not_as_described,2663.23,True,False,True,True,False,True,0,1
CB-1472,unauthorized,706.88,False,False,False,False,False,False,0,0
CB-1473,unauthorized,502.43,True,True,True,False,True,False,0,0
CB-1474,item_not_received,581.58,True,True,True,False,True,False,1,1
CB-1475,unauthorized,1422.83,True,True,False,True,False,True,1,1
CB-1476,unauthorized,2189.38,True,True,True,True,False,True,1,1
CB-1477,item_not_received,1462.78,True,True,True,True,True,True,1,0
CB-1478,not_as_described,2159.56,False,True,True,False,False,True,0,0
CB-1479,not_as_described,1224.89,True,True,True,True,False,True,1,1
CB-1480,item_not_received,1882.96,True,True,False,False,False,False,0,0
CB-1481,item_not_received,7600.84,True,True,False,False,True,True,1,1
CB-1482,item_not_received,1713.41,True,True,True,True,True,True,1,0
CB-1483,unauthorized,388.79,False,True,True,False,False,True,0,0
CB-1484,not_as_described,1259.67,True,False,False,False,False,True,0,0
CB-1485,not_as_described,4578.47,True,True,True,True,False,True,1,1
CB-1486,not_as_described,401.86,True,True,True,False,True,True,1,1
CB-1487,unauthorized,1906.58,True,True,True,False,False,True,0,0
CB-1488,unauthorized,5325.9,False,True,True,True,True,True,1,1
CB-1489,item_not_received,2295.66,True,True,False,False,False,True,1,0
CB-1490,unauthorized,4318.48,False,True,True,False,True,False,0,0
CB-1491,unauthorized,9211.43,True,True,True,True,True,True,1,1
CB-1492,item_not_received,2375.93,True,True,True,False,True,True,1,1
CB-1493,item_not_received,778.15,True,True,True,True,False,True,1,1
CB-1494,unauthorized,428.17,False,True,True,False,False,False,0,0
CB-1495,item_not_received,7581.66,False,False,False,False,False,False,0,0
CB-1496,item_not_received,1331.13,True,False,True,False,False,True,0,0
CB-1497,unauthorized,2102.55,True,True,True,True,True,True,1,1
CB-1498,not_as_described,5797.63,False,True,False,False,False,True,1,1
CB-1499,unauthorized,658.32,True,True,False,True,False,False,0,0
